open_time,open,high,low,close,volume
1704690000000,43595.5,43595.6,43568.2,43588.0,3.40445105
1704690060000,43588.0,43588.0,43552.2,43562.0,5.47007397
1704690120000,43562.1,43567.1,43544.0,43544.1,2.1862925
1704690180000,43544.1,43560.0,43532.3,43532.3,3.50557235
1704690240000,43530.0,43551.0,43528.1,43551.0,6.31853458
1704690300000,43551.0,43586.8,43542.2,43586.8,0.81829057
1704690360000,43586.9,43600.4,43584.0,43586.0,8.0898447
1704690420000,43584.1,43600.2,43584.1,43600.1,18.25446513
1704690480000,43600.1,43628.9,43600.1,43628.9,1.36987404
1704690540000,43628.9,43649.3,43614.5,43614.5,8.08777045
1704690600000,43612.1,43620.0,43594.8,43594.8,8.39692157
1704690660000,43594.9,43594.9,43565.8,43565.8,5.2171803
1704690720000,43565.8,43575.8,43559.0,43575.8,5.61665303
1704690780000,43575.8,43575.8,43558.2,43573.0,3.34826922
1704690840000,43573.1,43611.4,43573.1,43592.9,6.08151866
1704690900000,43588.3,43601.1,43587.3,43587.3,1.21610429
1704690960000,43584.2,43609.1,43578.4,43602.5,3.93215911
1704691020000,43602.5,43603.9,43586.1,43598.4,1.74295694
1704691080000,43597.3,43610.0,43592.0,43605.0,1.59384288
1704691140000,43606.3,43611.9,43602.1,43602.1,0.85956069
1704691200000,43600.1,43601.8,43586.3,43586.3,3.37473288
1704691260000,43586.3,43586.3,43556.0,43556.0,3.55489993
1704691320000,43556.0,43567.1,43540.0,43544.0,7.95939927
1704691380000,43543.6,43556.0,43543.6,43550.0,1.08272553
1704691440000,43548.2,43548.2,43535.6,43535.6,1.40728086
1704691500000,43535.4,43535.4,43510.0,43510.0,5.90844138
1704691560000,43510.0,43510.0,43482.9,43482.9,12.05367623
1704691620000,43485.8,43533.9,43483.8,43520.1,11.51650486
1704691680000,43520.1,43521.8,43480.1,43480.1,19.64960791
1704691740000,43480.1,43493.0,43470.0,43493.0,5.99031928
1704691800000,43496.8,43510.2,43496.8,43508.1,2.09320113
1704691860000,43514.4,43514.5,43493.2,43497.1,4.81898798
1704691920000,43501.4,43516.1,43497.0,43515.8,4.36177566
1704691980000,43521.6,43524.5,43512.0,43521.8,3.43344223
1704692040000,43512.2,43531.9,43512.2,43516.2,1.15545897
1704692100000,43514.2,43514.2,43501.7,43513.0,1.54275369
1704692160000,43512.9,43525.9,43508.3,43522.0,2.48218048
1704692220000,43521.9,43532.0,43521.9,43531.7,0.77941223
1704692280000,43530.3,43542.7,43522.1,43542.7,2.99348774
1704692340000,43546.9,43546.9,43520.0,43520.0,0.96021157
1704692400000,43520.0,43530.1,43504.6,43504.7,1.41650922
1704692460000,43504.6,43519.7,43500.0,43519.7,5.67596854
1704692520000,43516.1,43521.9,43508.8,43517.2,0.54560552
1704692580000,43514.6,43536.0,43514.6,43536.0,6.73930422
1704692640000,43536.0,43558.0,43532.7,43554.1,4.30521772
1704692700000,43554.0,43573.9,43552.2,43573.9,3.66406317
1704692760000,43574.0,43598.0,43574.0,43598.0,1.36280009
1704692820000,43598.0,43639.1,43597.9,43639.0,24.13298972
1704692880000,43638.1,43638.1,43622.0,43625.9,5.3158738
1704692940000,43624.0,43624.0,43608.1,43608.8,2.77422003
1704693000000,43608.8,43621.9,43598.1,43618.0,1.42147402
1704693060000,43617.8,43636.3,43532.0,43532.0,61.32948456
1704693120000,43530.1,43542.0,43526.4,43529.8,1.70321643
1704693180000,43533.9,43547.9,43532.1,43534.7,2.49734613
1704693240000,43537.8,43631.8,43534.5,43630.1,70.89759346
